"","V1","V2","V3"
"2686","6257","GB DEF = Topoisomerase type II (Topo II) mRNA, partial cds","M27504_s_at"
"2687","6259","CAMP-RESPONSE ELEMENT BINDING PROTEIN","X60003_s_at"
"2688","6261","KERATIN, TYPE I CYTOSKELETAL 17","S72493_s_at"
"2689","6262","CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR","M29277_at"
"2690","6263","CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR","M29277_s_at"
"2691","6264","CELL SURFACE GLYCOPROTEIN MUC18 PRECURSOR","M28882_s_at"
"2692","6265","JUNB Jun B proto-oncogene","U20734_s_at"
"2693","6268","GB DEF = Partial cDNA sequence, farnesyl pyrophosphate synthetase like-4","Z47055_s_at"
"2694","6269","ADRB3 Adrenergic, beta-3-, receptor","M29932_s_at"
"2695","6270","GB DEF = Alpha-I spectrin gene, exon 12","M29994_s_at"
"2696","6271","Tryptase-III mRNA, 3' end","M33493_s_at"
"2697","6274","GB DEF = Casein kinase II beta subunit mRNA","M30448_s_at"
"2698","6277","Amphiregulin (AR) gene","M30703_s_at"
"2699","6278","Insulin-like growth factor binding protein (hIGFBP1) gene","M74587_rna1_s_at"
"2700","6279","GB DEF = PTX3 gene promotor region","X97748_s_at"
"2701","6280","GB DEF = Propionyl-CoA carboxylase beta-subunit (beta-PCC) gene, partial cds (mutant delta-ATC)","M31169_s_at"
"2702","6281","MYL1 Myosin light chain (alkali)","M31211_s_at"
"2703","6285","Proto-oncogene BCL3 gene","U05681_s_at"
"2704","6291","CYP11B1 Cytochrome P450 11 beta","M32879_at"
"2705","6292","CYP11B1 Cytochrome P450 11 beta","M32879_s_at"
"2706","6293","TNFR1 Tumor necrosis factor receptor 1 (55kD)","M58286_s_at"
"2707","6295","SRM Spermidine synthase","M34338_s_at"
"2708","6299","GB DEF = Insulin-like growth factor binding protein-2 [human, placenta, Genomic, 1342 nt, segment 4 of 4]","S37730_s_at"
"2709","6300","Interferon-inducible RNA-dependent protein kinase (Pkr) gene","U50648_s_at"
"2710","6302","MYL4 Myosin, light polypeptide 4, alkali; atrial, embryonic","X13955_s_at"
"2711","6303","GYPC Glycophorin C (Gerbich blood group)","M36284_s_at"
"2712","6304","POU2F2 POU domain, class 2, transcription factor 2","M36542_s_at"
"2713","6305","POU2F2 POU domain, class 2, transcription factor 2","X13810_s_at"
"2714","6308","GRO2 GRO2 oncogene","M57731_s_at"
"2715","6309","GRO3 GRO3 oncogene","X53800_s_at"
"2716","6310","PLCG2 Phospholipase C, gamma 2 (phosphatidylinositol-specific)","M37238_s_at"
"2717","6311","Na+,K+ -ATPase catalytic subunit alpha-III isoform gene","M37457_at"
"2718","6314","Transforming growth factor-beta mRNA, clone pTGF-beta-trp114","M38449_s_at"
"2719","6317","AMELY Amelogenin (chromosome Y encoded)","M86933_s_at"
"2720","6318","KCNA5 Potassium voltage-gated channel, shaker-related subfamily, member 5","M55513_s_at"
"2721","6323","MHC class II HLA-DP light chain mRNA","M57466_s_at"
"2722","6324","Interleukin 10 (IL10) gene","U16720_rna1_s_at"
"2723","6327","CALMODULIN-RELATED PROTEIN NB-1","X13461_s_at"
"2724","6328","COMT Catechol-O-methyltransferase","M58525_s_at"
"2725","6330","GB DEF = Atrial natriuretic peptide clearance receptor (ANP-C receptor)","X52282_s_at"
"2726","6331","GB DEF = Neurokinin A receptor (NK-2R) gene, exon 5","M60284_s_at"
"2727","6332","Protein phosphatase-2A catalytic subunit-alpha gene extracted from Human protein phosphatase 2A catalytic subunit-alpha gene","M60483_rna1_s_at"
"2728","6333","WT1 Wilms tumor 1","X69950_s_at"
"2729","6334","U1 SMALL NUCLEAR RIBONUCLEOPROTEIN A","M60784_s_at"
"2730","6336","SPECTRIN ALPHA CHAIN","M61826_s_at"
"2731","6337","AHCY S-adenosylhomocysteine hydrolase","M61832_s_at"
"2732","6340","IGFBP4 Insulin-like growth factor-binding protein 4","M62403_s_at"
"2733","6342","GB DEF = Alpha-1 Ig germline C-region membrane-coding region, 3' end","M62628_s_at"
"2734","6345","GLUL Glutamate-ammonia ligase (glutamine synthase)","M63438_s_at"
"2735","6346","ZFP36 Zinc finger protein homologous to Zfp-36 in mouse","M92843_s_at"
"2736","6347","Interferon-gamma induced protein (IFI 16) gene","M63838_s_at"
"2737","6352","COMT Catechol-O-methyltransferase","Z26491_s_at"
"2738","6355","G0S2 gene extracted from Human GOS2 gene, 5' flank and cds","M72885_rna1_s_at"
"2739","6358","PML Probable transcription factor PML {alternative products}","X63131_s_at"
"2740","6359","IDUA Iduronidase, alpha-L-","M74715_s_at"
"2741","6360","LIPA Lipase A, lysosomal acid, cholesterol esterase","U04285_s_at"
"2742","6361","LIPA Lipase A, lysosomal acid, cholesterol esterase","Z31690_s_at"
"2743","6362","EUKARYOTIC PEPTIDE CHAIN RELEASE FACTOR SUBUNIT 1","M75715_s_at"
"2744","6365","Pmel 17 mRNA","M77348_rna1_s_at"
"2745","6366","USF2a & USF2b, clone P2","X90824_s_at"
"2746","6368","POLD1 Polymerase (DNA directed), delta 1, catalytic subunit (125kD)","M80397_s_at"
"2747","6369","RING3 PROTEIN","X62083_s_at"
"2748","6370","ATP1B2 ATPase, Na+/K+ transporting, beta 2 polypeptide","M81181_s_at"
"2749","6373","ITGAX Integrin, alpha X (antigen CD11C (p150), alpha polypeptide)","M81695_s_at"
"2750","6376","PFC Properdin P factor, complement","M83652_s_at"
"2751","6377","HMG2 High-mobility group (nonhistone chromosomal) protein 2","X62534_s_at"
"2752","6378","NF-IL6-beta protein mRNA","M83667_rna1_s_at"
"2753","6388","THYMOSIN BETA-10","S54005_s_at"
"2754","6391","COL16A1 Alpha-1 type XVI collagen","S57132_s_at"
"2755","6394","SET PROTEIN","X75091_s_at"
"2756","6395","N-type calcium channel alpha-1 subunit mRNA","M94172_s_at"
"2757","6396","GB DEF = DAT1 gene, partial, VNTR","Y10141_s_at"
"2758","6398","HLF Hepatic leukemia factor","X68985_s_at"
"2759","6401","ID2 Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein","M97796_s_at"
"2760","6404","VALYL-TRNA SYNTHETASE","X59303_s_at"
"2761","6405","CD36 CD36 antigen (collagen type I receptor, thrombospondin receptor)","M98399_s_at"
"2762","6409","PDE6B Phosphodiesterase 6B, cGMP-specific, rod, beta","X66142_s_at"
"2763","6411","IGL@ Immunoglobulin lambda light chain","X57809_s_at"
"2764","6414","Cellular adhesion regulatory molecule [human, mRNA, 429 nt]","X65784_s_at"
"2765","6415","HMFG","S56151_s_at"
"2766","6422","Cytoplasmic antiproteinase","S69272_s_at"
"2767","6424","DRD2 Dopamine D2 receptor","X51362_s_at"
"2768","6425","EIF5A Eukaryotic translation initiation factor 5A","S72024_s_at"
"2769","6426","HRK1","S72503_s_at"
"2770","6428","TFAP4 Transcription factor AP-4 (activating enhancer-binding protein 4))","S73885_s_at"
"2771","6429","DAX-1","U31929_s_at"
"2772","6432","Lipid-activated, protein kinase PRK2 mRNA","U33052_s_at"
"2773","6438","TINUR","S77154_s_at"
"2774","6442","PCCA Propionyl-coA carboxylase alpha chain","S79219_s_at"
"2775","6443","LAMP2 Lysosome-associated membrane protein 2 {alternative products}","S79873_s_at"
"2776","6444","Fatty acid synthase {3' region} [human, breast and HepG2 cells, mRNA Partial, 2237 nt]","S80437_s_at"
"2777","6445","GB DEF = Beta adducin","X58199_s_at"
"2778","6446","Mitogen induced nuclear orphan receptor (MINOR) mRNA","S81243_s_at"
"2779","6447","GB DEF = Hs-TBX2=T-box gene {T-box region} [human, fetal kidney, mRNA Partial, 283 nt]","S81264_s_at"
"2780","6450","Description: UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase gene extracted from UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase/GalNAc-transferase {3' region, exon 11} [human, placenta, Genomic, 1902 nt]","S82597_rna1_s_at"
"2781","6453","GB DEF = Differentiation-stimulating factor/leukemia inhibitory factor receptor {5' region, exon 1} [human, placenta, Genomic, 1350 nt]","S83362_s_at"
"2782","6461","GB DEF = FLT3/FLK2 ligand mRNA","U04806_s_at"
"2783","6462","HAES-1 mRNA","X73358_s_at"
"2784","6464","GB DEF = Chromosome 1q subtelomeric sequence D1S553","U06155_s_at"
"2785","6469","GB DEF = Nicotinamide N-methyltransferase gene, exon 1 and 5' flanking region","U51010_s_at"
"2786","6472","Thymopoietin (TMPO) gene","U18271_cds3_s_at"
"2787","6473","Dihydropyrimidine dehydrogenase mRNA","U09178_s_at"
"2788","6474","GARS Glycyl-tRNA synthetase","U09510_s_at"
"2789","6475","ERGIC-53 PROTEIN PRECURSOR","U09716_s_at"
"2790","6477","Helicase II (RAD54L) mRNA","U09820_s_at"
"2791","6487","MAP KINASE-ACTIVATED PROTEIN KINASE 2","X75346_s_at"
"2792","6493","Glioma pathogenesis-related protein (GliPR) mRNA","X91911_s_at"
"2793","6496","Bak protein mRNA","X84213_s_at"
"2794","6497","MHC CLASS II TRANSACTIVATOR CIITA","X74301_s_at"
"2795","6500","GT334 protein (GT334) gene mRNA","U19252_s_at"
"2796","6506","MOP1 mRNA","U22431_s_at"
"2797","6507","6-16 gene (interferon-inducible peptide precursor) extracted from Human interferon-inducible peptide (6-16) gene","U22970_rna1_s_at"
"2798","6510","GB DEF = T-lymphocyte specific protein tyrosine kinase p56lck (lck) abberant mRNA","U23852_s_at"
"2799","6512","Neuronatin alpha mRNA","U25034_s_at"
"2800","6514","BZIP protein NF-IL3A (IL3BP1) mRNA","U26173_s_at"
"2801","6515","DHPS Deoxyhypusine synthase","U26266_s_at"
"2802","6516","Heterochromatin protein HP1Hs-gamma mRNA","U26312_s_at"
"2803","6523","TFIIB related factor hBRF (HBRF) mRNA","U75276_s_at"
"2804","6524","Thimet oligopeptidase (metalloproteinase)","Z50115_s_at"
"2805","6525","Splicing factor SRp40-1 (SRp40) mRNA","U30827_s_at"
"2806","6527","UBE2I Ubiquitin-conjugating enzyme E2I (homologous to yeast UBC9)","U45328_s_at"
"2807","6528","CREB-RP (creb-rp) mRNA","U31903_s_at"
"2808","6529","Retinoid X receptor beta (RXRbeta) gene, partial 3' transcript, and collagen alpha2(XI) (COL11A2) gene","U41068_cds2_s_at"
"2809","6530","GB DEF = Orphan receptor GPR9 (GPR9) gene, partial cds","U32674_s_at"
"2810","6534","TTF1 Transcription termination factor, RNA polymerase I","U43203_s_at"
"2811","6535","TTF1 Transcription termination factor, RNA polymerase I","X82850_s_at"
"2812","6537","GB DEF = Ataxia-telangiectasia locus protein (ATM) gene, exons 1a, 1b, 2, 3 and 4, partial cds","U67092_s_at"
"2813","6539","Epb72 gene exon 1","X85116_rna1_s_at"
"2814","6540","GB DEF = Adenosine kinase mRNA","U33936_s_at"
"2815","6545","DNA-PK mRNA, partial cds","U35835_s_at"
"2816","6547","Pre-T cell receptor alpha-type chain precursor, mRNA","U36759_s_at"
"2817","6548","PPP2R4 Protein phosphatase 2A, regulatory subunit B' alpha-1","Z69030_s_at"
"2818","6549","Kinesin-related protein","X85137_s_at"
"2819","6558","TCOF1 Treacher Collins syndrome susceptibility protein","U76366_s_at"
"2820","6559","Ring zinc-finger protein (ZNF127-Xp) gene and 5' flanking sequence","U41315_rna1_s_at"
"2821","6561","Metargidin precursor mRNA","U41767_s_at"
"2822","6562","NC2 alpha subunit","X96506_s_at"
"2823","6563","HK3 Hexokinase 3 (white cell)","U51333_s_at"
"2824","6564","Ets transcription factors NERF-1a and NERF-1b (NERF-1a,b) mRNA","U43189_s_at"
"2825","6566","B4B","U43916_s_at"
"2826","6567","U1-snRNP binding protein homolog mRNA","U44799_s_at"
"2827","6568","P2x1 receptor mRNA","U45448_s_at"
"2828","6571","Signal transducer and activator of transcription Stat5B mRNA","U47686_s_at"
"2829","6573","MEF2A gene (myocyte-specific enhancer factor 2A, C9 form) extracted from Human myocyte-specific enhancer factor 2A (MEF2A) gene, first coding","U49020_cds2_s_at"
"2830","6574","Enhancer of rudimentary homolog mRNA","Z49148_s_at"
"2831","6575","CHIT1 Chitinase 1","U49835_s_at"
"2832","6579","GB DEF = Mariner1 transposase gene, complete consensus sequence","U52077_s_at"
"2833","6582","GB DEF = Adrenal Creb-rp homolog (Creb-rp), and tenascin-X (XB), partial cds, mRNA","U52696_s_at"
"2834","6584","GB DEF = Plectin","Z54367_s_at"
"2835","6585","TUB Tubby (mouse) homolog","U54644_s_at"
"2836","6586","Ly-6-related protein (9804) gene","U66711_rna1_s_at"
"2837","6590","Calcium ATPase isoform 3x/a mRNA","U57971_s_at"
"2838","6592","Transcription factor, forkhead related activator 4 (FREAC-4) gene","U59831_rna1_s_at"
"2839","6593","RPS26 Ribosomal protein S26","U69140_s_at"
"2840","6595","Transmembrane protein Jagged 1 (HJ1) mRNA","U61276_s_at"
"2841","6596","Ubiquitin-homology domain protein PIC1 mRNA","U67122_s_at"
"2842","6598","Ubiquitin-homology domain protein PIC1 mRNA","U61397_s_at"
"2843","6599","Clone 23959 mRNA, partial cds","U79261_s_at"
"2844","6605","Ribosomal RNA upstream binding transcription factor (UBTF) gene, partial cds","X56687_s_at"
"2845","6606","TCRB T-cell receptor, beta cluster","X00437_s_at"
"2846","6611","Lysosomal trafficking regulator (LYST) mRNA, partial cds","U70064_s_at"
"2847","6613","GB DEF = Polyadenylate binding protein II","Z48501_s_at"
"2848","6616","FUSE binding protein 2 (FBP2) mRNA, partial cds","U69126_s_at"
"2849","6618","PHAPI2b protein","U70439_s_at"
"2850","6621","GB DEF = Alternatively spliced B8 (B7) mRNA, partial sequence","U72509_s_at"
"2851","6623","X-LINKED HELICASE II","U72936_s_at"
"2852","6625","HLA-DR ASSOCIATED PROTEIN I","U73477_s_at"
"2853","6626","WSL-LR, WSL-S1 and WSL-S2 proteins","Y09392_s_at"
"2854","6627","Sigma receptor mRNA","U79528_s_at"
"2855","6629","CD97 CD97 antigen (leucocyte antigen)","U76764_s_at"
"2856","6635","SIP-1 mRNA","U82108_s_at"
"2857","6639","Death domain receptor 3 soluble form (DDR3) mRNA, partial cds","U83598_at"
"2858","6641","GB DEF = Netrin-2 like protein (NTN2l) mRNA","U86759_s_at"
"2859","6643","Butyrophilin (BTF1) mRNA","U90543_s_at"
"2860","6645","Butyrophilin (BTF5) mRNA","U90552_s_at"
"2861","6657","CD20 RECEPTOR","X12530_s_at"
"2862","6659","GB DEF = SOD-2 gene for manganese superoxide dismutase","X65965_s_at"
"2863","6665","P68 PROTEIN","X15729_s_at"
"2864","6669","PTB-ASSOCIATED SPLICING FACTOR","X70944_s_at"
"2865","6672","IL1RN Interleukin 1 receptor antagonist","X53296_s_at"
"2866","6673","HOX3D gene for homeoprotein HOX3D","X61755_rna1_s_at"
"2867","6674","NUCLEOLAR TRANSCRIPTION FACTOR 1","X53390_s_at"
"2868","6675","GATA3 GATA-binding protein 3","X55037_s_at"
"2869","6676","ALAS1 Aminolevulinate, delta-, synthase 1","Y00451_s_at"
"2870","6677","HOX 2.2 gene extracted from Human Hox2.2 gene for a homeobox protein","X58431_rna2_s_at"
"2871","6678","CSK C-src tyrosine kinase","X59932_s_at"
"2872","6681","RNA polymerase II largest subunit gene extracted from H.sapiens gene for RNA pol II largest subunit, exon 1","X74874_rna1_s_at"
"2873","6682","GB DEF = Fas/Apo-1 (clone pCRTM11-Fasdelta(4,7))","X83492_at"
"2874","6685","GB DEF = Fas (Apo-1, CD95)","X89101_s_at"
"2875","6688","MYBPC1 Myosin-binding protein C, slow-type","X66276_s_at"
"2876","6692","GB DEF = Integrin associated protein mRNA,","Z25521_s_at"
"2877","6696","GB DEF = MAL gene exon 4","X76223_s_at"
"2878","6698","GB DEF = SYT-SSX, synovial sarcoma translocation junction","X79200_at"
"2879","6702","LPAP gene","X97267_rna1_s_at"
"2880","6704","ALPHA-CENTRACTIN","X82206_s_at"
"2881","6709","HEPATOCYTE NUCLEAR FACTOR 4","Z49825_s_at"
"2882","6710","mRNA translocon-associated protein delta subunit precursor","Z69043_s_at"
"2883","6711","MST1 Macrophage stimulating 1 (hepatocyte growth factor-like)","X90846_at"
"2884","6716","VASP gene, exons 4 to 13","X98534_s_at"
"2885","6720","POU5F1 Octamer binding protein 3","Z11899_s_at"
"2886","6721","Gene encoding E-cadherin, exon 3 and joined CDS","Z35402_rna1_s_at"
"2887","6723","LST1 mRNA, cLST1/E splice variant","AF000424_s_at"
"2888","6725","GB DEF = Smooth muscle LIM protein (h-SmLIM) mRNA","U46006_s_at"
"2889","6726","Pre-Mrna Splicing Factor Sf2p33, Alt. Splice Form 1","HG3546-HT3744_s_at"
"2890","6728","IGHD gene (immunoglobulin delta-chain) extracted from Human germline IgD chain gene, C-region, C-delta-1 domain","K02882_cds1_s_at"
"2891","6729","GNB1 Guanine nucleotide binding protein (G protein), beta polypeptide 1","M36430_s_at"
"2892","6730","AKT2 V-akt murine thymoma viral oncogene homolog 2","M95936_s_at"
"2893","6731","BETA-2-MICROGLOBULIN PRECURSOR","S82297_at"
"2894","6732","Ins(1,3,4,5)P4-binding protein","X89399_s_at"
"2895","6734","GB DEF = Alpha satellite and satellite 3 junction DNA sequence","M21305_at"
"2896","6740","Mucin 3, Intestinal (Gb:M55405)","HG2147-HT2217_r_at"
"2897","6744","Potassium Channel Protein (Gb:Z11585)","HG2239-HT2324_r_at"
"2898","6747","Spliceosomal Protein Sap 62","HG3033-HT3194_r_at"
"2899","6750","Zinc Finger Protein (Gb:M88357)","HG3565-HT3768_r_at"
"2900","6758","Small Nuclear Ribonucleoprotein U1, 1snrp","HG4557-HT4962_at"
"2901","6759","Small Nuclear Ribonucleoprotein U1, 1snrp","HG4557-HT4962_r_at"
"2902","6760","ZNF91 Zinc finger protein 91 (HPF7, HTF10)","L11672_at"
"2903","6761","ZNF91 Zinc finger protein 91 (HPF7, HTF10)","L11672_r_at"
"2904","6763","GB DEF = Unproductively rearranged Ig mu-chain mRNA V-region (VD), 5' end, clone mu-3A1A","M21388_r_at"
"2905","6764","Krueppel-related zinc finger protein (H-plk) mRNA","M55422_at"
"2906","6766","GB DEF = Neurofilament triplet L protein mRNA, partial cds","U57341_at"
"2907","6768","Butyrophilin (BTF4) mRNA","U90546_at"
"2908","6770","DMA gene extracted from H.sapiens DMA, DMB, HLA-Z1, IPP2, LMP2, TAP1, LMP7, TAP2, DOB, DQB2 and RING8, 9, 13 and 14 genes","X87344_cds10_at"
"2909","6771","DMA gene extracted from H.sapiens DMA, DMB, HLA-Z1, IPP2, LMP2, TAP1, LMP7, TAP2, DOB, DQB2 and RING8, 9, 13 and 14 genes","X87344_cds10_r_at"
"2910","6781","Exon 1b; used only in type 2 transcripts from  H.sapiens dbi/acbp gene exon 1 & 2./ntype=DNA /annot=exon","X94563_xpt2_r_at"
"2911","6783","PDE4C Phosphodiesterase 4C, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E1)","Z46632_r_at"
"2912","6784","GB DEF = DNA mismatch repair protein (hMLH1) mRNA, alternatively spliced, partial cds","AF001359_f_at"
"2913","6786","Mucin 3, Intestinal (Gb:M55406)","HG2148-HT2218_f_at"
"2914","6788","Neurofibromatosis 2 Tumor Suppressor (Gb:L27065)","HG3236-HT3413_f_at"
"2915","6789","Major Histocompatibility Complex, Class Ii Beta W52","HG3576-HT3779_f_at"
"2916","6790","Major Histocompatibility Complex, Class I (Gb:X12432)","HG3597-HT3800_f_at"
"2917","6793","Homeotic Protein C6, Class I","HG3921-HT4191_f_at"
"2918","6795","Major Histocompatibility Complex, Class Ii, Dr Beta 2 (Gb:X65561)","HG688-HT688_f_at"
"2919","6796","GYPB Glycophorin B","J02982_f_at"
"2920","6797","LYZ Lysozyme","J03801_f_at"
"2921","6803","LYZ Lysozyme","M19045_f_at"
"2922","6806","Lysozyme gene (EC 3.2.1.17)","X14008_rna1_f_at"
"2923","6807","ZNF43 Zinc finger protein 43 (HTF6)","X59244_f_at"
"2924","6810","DDH1 Dihydrodiol dehydrogenase","D17793_at"
"2925","6811","GB DEF = Facioscapulohumeral muscular dystrophy (FSHD) gene region, D4Z4 tandem repeat unit","D38024_at"
"2926","6812","NAK1 mRNA for DNA binding protein","D49728_at"
"2927","6815","Tubulin, Beta 2","HG1980-HT2023_at"
"2928","6822","Myosin, Heavy Polypeptide 9, Non-Muscle","HG3636-HT3846_at"
"2929","6826","Tubulin, Beta","HG4322-HT4592_at"
"2930","6827","Sodium Channel 1","HG4593-HT4998_at"
"2931","6829","Mucin 6, Gastric (Gb:L07518)","HG881-HT881_at"
"2932","6837","GB DEF = Small proline-rich protein 1 (SPRR1A) gene","L05187_at"
"2933","6838","Regenerating protein I beta","L08010_at"
"2934","6839","HMR Hormone receptor (growth factor-inducible nuclear protein N10)","L13740_at"
"2935","6844","Metallothionein-Ie gene (hMT-Ie)","M10942_at"
"2936","6846","Skeletal beta-tropomyosin","M12125_at"
"2937","6847","Metallothionein I-B gene","M13485_at"
"2938","6854","PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR","M30838_at"
"2939","6855","TCF3 Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)","M31523_at"
"2940","6856","FCGR2A Fc fragment of IgG, low affinity IIa, receptor for (CD32)","M31932_at"
"2941","6857","HLA-DRB1 Major histocompatibility complex, class II, DR beta 1","M32578_at"
"2942","6865","GB DEF = Histone H3.1 (H1F3) gene","M60746_at"
"2943","6877","GB DEF = Transducin-like enhancer protein (TLE4) mRNA, 3' end","M99439_at"
"2944","6879","GIF=growth inhibitory factor [human, brain, Genomic, 2015 nt]","S72043_rna1_at"
"2945","6884","Delta-globin gene extracted from Human beta globin region on chromosome 11","U01317_cds4_at"
"2946","6886","FLT3LG Fms-related tyrosine kinase 3 ligand","U03858_at"
"2947","6889","CELLULAR NUCLEIC ACID BINDING PROTEIN","U19765_at"
